round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
Regular season,27,Wed,2017-04-05,20:00,Wolfsburg,0–1,Freiburg,24179,Volkswagen Arena,Guido Winkmann,/en/matches/47e35ebc/Wolfsburg-Freiburg-April-5-2017-Bundesliga,,47e35ebc
Regular season,28,Fri,2017-04-07,20:30,Eint Frankfurt,2–2,Werder Bremen,51000,Commerzbank-Arena,Bastian Dankert,/en/matches/83c4fae5/Eintracht-Frankfurt-Werder-Bremen-April-7-2017-Bundesliga,,83c4fae5
Regular season,28,Sat,2017-04-08,18:30,Bayern Munich,4–1,Dortmund,75000,Allianz Arena,Marco Fritz,/en/matches/40f640aa/Der-Klassiker-Bayern-Munich-Dortmund-April-8-2017-Bundesliga,,40f640aa
Regular season,28,Sat,2017-04-08,15:30,Freiburg,1–0,Mainz 05,24000,Schwarzwald-Stadion,Harm Osmers,/en/matches/dc2f3322/Freiburg-Mainz-05-April-8-2017-Bundesliga,,dc2f3322
Regular season,28,Sat,2017-04-08,15:30,Hamburger SV,2–1,Hoffenheim,53565,Volksparkstadion,Felix Zwayer,/en/matches/0a1ad1df/Hamburger-SV-Hoffenheim-April-8-2017-Bundesliga,,0a1ad1df
Regular season,28,Sat,2017-04-08,15:30,Köln,2–3,M'Gladbach,50000,RheinEnergieSTADION,Felix Brych,/en/matches/04baaf01/Koln-Monchengladbach-April-8-2017-Bundesliga,,04baaf01
Regular season,28,Sat,2017-04-08,15:30,RB Leipzig,1–0,Leverkusen,42558,Red Bull Arena,Robert Kampka,/en/matches/8583f6c1/RB-Leipzig-Bayer-Leverkusen-April-8-2017-Bundesliga,,8583f6c1
Regular season,28,Sat,2017-04-08,15:30,Schalke 04,4–1,Wolfsburg,61298,Veltins-Arena,Benjamin Brand,/en/matches/02807579/Schalke-04-Wolfsburg-April-8-2017-Bundesliga,,02807579
Regular season,28,Sun,2017-04-09,15:30,Hertha BSC,2–0,Augsburg,43451,Olympiastadion Berlin,Tobias Stieler,/en/matches/993d6b8f/Hertha-BSC-Augsburg-April-9-2017-Bundesliga,,993d6b8f
Regular season,28,Sun,2017-04-09,17:30,Ingolstadt 04,3–2,Darmstadt 98,14081,Audi-Sportpark,Manuel Gräfe,/en/matches/80d1b688/Ingolstadt-04-Darmstadt-98-April-9-2017-Bundesliga,,80d1b688
Regular season,29,Sat,2017-04-15,15:30,Augsburg,2–1,Köln,30660,WWK Arena,Guido Winkmann,/en/matches/79b38de3/Augsburg-Koln-April-15-2017-Bundesliga,,79b38de3
Regular season,29,Sat,2017-04-15,15:30,Dortmund,3–1,Eint Frankfurt,81360,Signal Iduna Park,Robert Hartmann,/en/matches/178bfbbb/Dortmund-Eintracht-Frankfurt-April-15-2017-Bundesliga,,178bfbbb
Regular season,29,Sat,2017-04-15,15:30,Hoffenheim,5–3,M'Gladbach,30150,Wirsol Rhein-Neckar-Arena,Christian Dingert,/en/matches/bef42b5b/Hoffenheim-Monchengladbach-April-15-2017-Bundesliga,,bef42b5b
Regular season,29,Sat,2017-04-15,18:30,Leverkusen,0–0,Bayern Munich,30210,BayArena,Daniel Siebert,/en/matches/9903b69c/Bayer-Leverkusen-Bayern-Munich-April-15-2017-Bundesliga,,9903b69c
Regular season,29,Sat,2017-04-15,15:30,Mainz 05,1–0,Hertha BSC,30579,Opel Arena,Deniz Aytekin,/en/matches/1fca630b/Mainz-05-Hertha-BSC-April-15-2017-Bundesliga,,1fca630b
Regular season,29,Sat,2017-04-15,15:30,RB Leipzig,4–0,Freiburg,41446,Red Bull Arena,Manuel Gräfe,/en/matches/c4f46942/RB-Leipzig-Freiburg-April-15-2017-Bundesliga,,c4f46942
Regular season,29,Sat,2017-04-15,15:30,Wolfsburg,3–0,Ingolstadt 04,26374,Volkswagen Arena,Tobias Stieler,/en/matches/ca51c356/Wolfsburg-Ingolstadt-04-April-15-2017-Bundesliga,,ca51c356
Regular season,29,Sun,2017-04-16,17:30,Darmstadt 98,2–1,Schalke 04,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Patrick Ittrich,/en/matches/d12f565f/Darmstadt-98-Schalke-04-April-16-2017-Bundesliga,,d12f565f
Regular season,29,Sun,2017-04-16,15:30,Werder Bremen,2–1,Hamburger SV,42100,Weserstadion,Felix Brych,/en/matches/cdef34b4/Werder-Bremen-Hamburger-SV-April-16-2017-Bundesliga,,cdef34b4
Regular season,30,Fri,2017-04-21,20:30,Köln,1–1,Hoffenheim,49600,RheinEnergieSTADION,Marco Fritz,/en/matches/fbe3b163/Koln-Hoffenheim-April-21-2017-Bundesliga,,fbe3b163
Regular season,30,Sat,2017-04-22,15:30,Bayern Munich,2–2,Mainz 05,75000,Allianz Arena,Frank Willenborg,/en/matches/197a933b/Bayern-Munich-Mainz-05-April-22-2017-Bundesliga,,197a933b
Regular season,30,Sat,2017-04-22,15:30,Eint Frankfurt,3–1,Augsburg,50200,Commerzbank-Arena,Felix Zwayer,/en/matches/2da580cd/Eintracht-Frankfurt-Augsburg-April-22-2017-Bundesliga,,2da580cd
Regular season,30,Sat,2017-04-22,15:30,Hamburger SV,1–2,Darmstadt 98,56132,Volksparkstadion,Sascha Stegemann,/en/matches/26d6ff03/Hamburger-SV-Darmstadt-98-April-22-2017-Bundesliga,,26d6ff03
Regular season,30,Sat,2017-04-22,15:30,Hertha BSC,1–0,Wolfsburg,42521,Olympiastadion Berlin,Bastian Dankert,/en/matches/fadf4273/Hertha-BSC-Wolfsburg-April-22-2017-Bundesliga,,fadf4273
Regular season,30,Sat,2017-04-22,15:30,Ingolstadt 04,2–4,Werder Bremen,15200,Audi-Sportpark,Markus Schmidt,/en/matches/4f00f18a/Ingolstadt-04-Werder-Bremen-April-22-2017-Bundesliga,,4f00f18a
Regular season,30,Sat,2017-04-22,18:30,M'Gladbach,2–3,Dortmund,54014,Stadion im Borussia-Park,Wolfgang Stark,/en/matches/1693999f/Monchengladbach-Dortmund-April-22-2017-Bundesliga,,1693999f
Regular season,30,Sun,2017-04-23,15:30,Freiburg,2–1,Leverkusen,24000,Schwarzwald-Stadion,Felix Brych,/en/matches/c0443db1/Freiburg-Bayer-Leverkusen-April-23-2017-Bundesliga,,c0443db1
Regular season,30,Sun,2017-04-23,17:30,Schalke 04,1–1,RB Leipzig,60916,Veltins-Arena,Günter Perl,/en/matches/0b9c9bdc/Schalke-04-RB-Leipzig-April-23-2017-Bundesliga,,0b9c9bdc
Regular season,31,Fri,2017-04-28,20:30,Leverkusen,1–4,Schalke 04,30210,BayArena,Marco Fritz,/en/matches/7a2141ab/Bayer-Leverkusen-Schalke-04-April-28-2017-Bundesliga,,7a2141ab
Regular season,31,Sat,2017-04-29,15:30,Darmstadt 98,3–0,Freiburg,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Cortus,/en/matches/fdeaf8d0/Darmstadt-98-Freiburg-April-29-2017-Bundesliga,,fdeaf8d0
Regular season,31,Sat,2017-04-29,15:30,Dortmund,0–0,Köln,81360,Signal Iduna Park,Tobias Stieler,/en/matches/6d67b94f/Dortmund-Koln-April-29-2017-Bundesliga,,6d67b94f
Regular season,31,Sat,2017-04-29,15:30,Mainz 05,1–2,M'Gladbach,34000,Opel Arena,Sascha Stegemann,/en/matches/637949ed/Mainz-05-Monchengladbach-April-29-2017-Bundesliga,,637949ed
Regular season,31,Sat,2017-04-29,15:30,RB Leipzig,0–0,Ingolstadt 04,41053,Red Bull Arena,Daniel Siebert,/en/matches/531886fe/RB-Leipzig-Ingolstadt-04-April-29-2017-Bundesliga,,531886fe
Regular season,31,Sat,2017-04-29,15:30,Werder Bremen,2–0,Hertha BSC,42100,Weserstadion,Patrick Ittrich,/en/matches/6b7207ab/Werder-Bremen-Hertha-BSC-April-29-2017-Bundesliga,,6b7207ab
Regular season,31,Sat,2017-04-29,18:30,Wolfsburg,0–6,Bayern Munich,30000,Volkswagen Arena,Felix Zwayer,/en/matches/a5b746b3/Wolfsburg-Bayern-Munich-April-29-2017-Bundesliga,,a5b746b3
Regular season,31,Sun,2017-04-30,15:30,Augsburg,4–0,Hamburger SV,30660,WWK Arena,Manuel Gräfe,/en/matches/f42ed639/Augsburg-Hamburger-SV-April-30-2017-Bundesliga,,f42ed639
Regular season,31,Sun,2017-04-30,17:30,Hoffenheim,1–0,Eint Frankfurt,30150,Wirsol Rhein-Neckar-Arena,Günter Perl,/en/matches/3e94562a/Hoffenheim-Eintracht-Frankfurt-April-30-2017-Bundesliga,,3e94562a
Regular season,32,Fri,2017-05-05,20:30,Köln,4–3,Werder Bremen,50000,RheinEnergieSTADION,Wolfgang Stark,/en/matches/93cc4352/Koln-Werder-Bremen-May-5-2017-Bundesliga,,93cc4352
Regular season,32,Sat,2017-05-06,15:30,Bayern Munich,1–0,Darmstadt 98,75000,Allianz Arena,Guido Winkmann,/en/matches/482d3834/Bayern-Munich-Darmstadt-98-May-6-2017-Bundesliga,,482d3834
Regular season,32,Sat,2017-05-06,15:30,Dortmund,2–1,Hoffenheim,81360,Signal Iduna Park,Felix Brych,/en/matches/c18f747c/Dortmund-Hoffenheim-May-6-2017-Bundesliga,,c18f747c
Regular season,32,Sat,2017-05-06,15:30,Eint Frankfurt,0–2,Wolfsburg,49000,Commerzbank-Arena,Manuel Gräfe,/en/matches/012fa53e/Eintracht-Frankfurt-Wolfsburg-May-6-2017-Bundesliga,,012fa53e
Regular season,32,Sat,2017-05-06,18:30,Hertha BSC,1–4,RB Leipzig,62301,Olympiastadion Berlin,Robert Hartmann,/en/matches/ed862d1d/Hertha-BSC-RB-Leipzig-May-6-2017-Bundesliga,,ed862d1d
Regular season,32,Sat,2017-05-06,15:30,Ingolstadt 04,1–1,Leverkusen,14351,Audi-Sportpark,Harm Osmers,/en/matches/b7036629/Ingolstadt-04-Bayer-Leverkusen-May-6-2017-Bundesliga,,b7036629
Regular season,32,Sat,2017-05-06,15:30,M'Gladbach,1–1,Augsburg,52362,Stadion im Borussia-Park,Bastian Dankert,/en/matches/195e7067/Monchengladbach-Augsburg-May-6-2017-Bundesliga,,195e7067
Regular season,32,Sun,2017-05-07,17:30,Freiburg,2–0,Schalke 04,24000,Schwarzwald-Stadion,Robert Kampka,/en/matches/adfe979c/Freiburg-Schalke-04-May-7-2017-Bundesliga,,adfe979c
Regular season,32,Sun,2017-05-07,15:30,Hamburger SV,0–0,Mainz 05,53915,Volksparkstadion,Daniel Siebert,/en/matches/87012a8f/Hamburger-SV-Mainz-05-May-7-2017-Bundesliga,,87012a8f
Regular season,33,Sat,2017-05-13,15:30,Augsburg,1–1,Dortmund,30660,WWK Arena,Sascha Stegemann,/en/matches/efdce7cc/Augsburg-Dortmund-May-13-2017-Bundesliga,,efdce7cc
Regular season,33,Sat,2017-05-13,15:30,Darmstadt 98,0–2,Hertha BSC,17400,Jonathan-Heimes-Stadion am Böllenfalltor,Benjamin Brand,/en/matches/0f03feea/Darmstadt-98-Hertha-BSC-May-13-2017-Bundesliga,,0f03feea
Regular season,33,Sat,2017-05-13,15:30,Freiburg,1–1,Ingolstadt 04,24000,Schwarzwald-Stadion,Bastian Dankert,/en/matches/c1c2e354/Freiburg-Ingolstadt-04-May-13-2017-Bundesliga,,c1c2e354
Regular season,33,Sat,2017-05-13,15:30,Leverkusen,2–2,Köln,30210,BayArena,Günter Perl,/en/matches/6f4e09f8/Bayer-Leverkusen-Koln-May-13-2017-Bundesliga,,6f4e09f8
Regular season,33,Sat,2017-05-13,15:30,Mainz 05,4–2,Eint Frankfurt,34000,Opel Arena,Marco Fritz,/en/matches/bd105061/Mainz-05-Eintracht-Frankfurt-May-13-2017-Bundesliga,,bd105061
Regular season,33,Sat,2017-05-13,15:30,RB Leipzig,4–5,Bayern Munich,42558,Red Bull Arena,Tobias Stieler,/en/matches/c9d29deb/RB-Leipzig-Bayern-Munich-May-13-2017-Bundesliga,,c9d29deb
Regular season,33,Sat,2017-05-13,15:30,Schalke 04,1–1,Hamburger SV,62271,Veltins-Arena,Markus Schmidt,/en/matches/9f2be2d2/Schalke-04-Hamburger-SV-May-13-2017-Bundesliga,,9f2be2d2
Regular season,33,Sat,2017-05-13,15:30,Werder Bremen,3–5,Hoffenheim,41000,Weserstadion,Daniel Siebert,/en/matches/3a86022d/Werder-Bremen-Hoffenheim-May-13-2017-Bundesliga,,3a86022d
Regular season,33,Sat,2017-05-13,15:30,Wolfsburg,1–1,M'Gladbach,28721,Volkswagen Arena,Christian Dingert,/en/matches/03b327cb/Wolfsburg-Monchengladbach-May-13-2017-Bundesliga,,03b327cb
Regular season,34,Sat,2017-05-20,15:30,Bayern Munich,4–1,Freiburg,75000,Allianz Arena,Jochen Drees,/en/matches/43f616ce/Bayern-Munich-Freiburg-May-20-2017-Bundesliga,,43f616ce
Regular season,34,Sat,2017-05-20,15:30,Dortmund,4–3,Werder Bremen,81360,Signal Iduna Park,Günter Perl,/en/matches/0aff7b21/Dortmund-Werder-Bremen-May-20-2017-Bundesliga,,0aff7b21
Regular season,34,Sat,2017-05-20,15:30,Eint Frankfurt,2–2,RB Leipzig,51000,Commerzbank-Arena,Felix Brych,/en/matches/bb46b453/Eintracht-Frankfurt-RB-Leipzig-May-20-2017-Bundesliga,,bb46b453
Regular season,34,Sat,2017-05-20,15:30,Hamburger SV,2–1,Wolfsburg,57000,Volksparkstadion,Manuel Gräfe,/en/matches/0c729dae/Hamburger-SV-Wolfsburg-May-20-2017-Bundesliga,,0c729dae
Regular season,34,Sat,2017-05-20,15:30,Hertha BSC,2–6,Leverkusen,55617,Olympiastadion Berlin,Deniz Aytekin,/en/matches/43395ea7/Hertha-BSC-Bayer-Leverkusen-May-20-2017-Bundesliga,,43395ea7
Regular season,34,Sat,2017-05-20,15:30,Hoffenheim,0–0,Augsburg,30150,Wirsol Rhein-Neckar-Arena,Marco Fritz,/en/matches/6ee9eff0/Hoffenheim-Augsburg-May-20-2017-Bundesliga,,6ee9eff0
Regular season,34,Sat,2017-05-20,15:30,Ingolstadt 04,1–1,Schalke 04,15200,Audi-Sportpark,Frank Willenborg,/en/matches/1871bc3e/Ingolstadt-04-Schalke-04-May-20-2017-Bundesliga,,1871bc3e
Regular season,34,Sat,2017-05-20,15:30,Köln,2–0,Mainz 05,50000,RheinEnergieSTADION,Robert Hartmann,/en/matches/71f28626/Koln-Mainz-05-May-20-2017-Bundesliga,,71f28626
Regular season,34,Sat,2017-05-20,15:30,M'Gladbach,2–2,Darmstadt 98,54014,Stadion im Borussia-Park,Wolfgang Stark,/en/matches/c142e201/Monchengladbach-Darmstadt-98-May-20-2017-Bundesliga,,c142e201
German 1/2 Relegation/Promotion Playoffs,,Thu,2017-05-25,20:30,Wolfsburg,1–0,Braunschweig,29100,Volkswagen Arena,,/en/matches/5492b4b4/Wolfsburg-Eintracht-Braunschweig-May-25-2017-German-12-RelegationPromotion-Play-offs,Leg 1 of 2,5492b4b4
German 1/2 Relegation/Promotion Playoffs,,Mon,2017-05-29,20:30,Braunschweig,0–1,Wolfsburg,23000,Eintracht-Stadion,,/en/matches/492076cf/Eintracht-Braunschweig-Wolfsburg-May-29-2017-German-12-RelegationPromotion-Play-offs,Leg 2 of 2; Wolfsburg won,492076cf
