round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
Regular season,14,Sat,2015-11-28,15:30,Werder Bremen,1–3,Hamburger SV,42100,Weserstadion,Knut Kircher,/en/matches/5c147117/Werder-Bremen-Hamburger-SV-November-28-2015-Bundesliga,,5c147117
Regular season,14,Sun,2015-11-29,17:30,Augsburg,0–0,Wolfsburg,27081,WWK Arena,Christian Dingert,/en/matches/4d404e06/Augsburg-Wolfsburg-November-29-2015-Bundesliga,,4d404e06
Regular season,14,Sun,2015-11-29,15:30,Dortmund,4–1,Stuttgart,81359,Signal Iduna Park,Manuel Gräfe,/en/matches/1af8b650/Dortmund-Stuttgart-November-29-2015-Bundesliga,,1af8b650
Regular season,14,Sun,2015-11-29,17:30,Leverkusen,1–1,Schalke 04,30210,BayArena,Marco Fritz,/en/matches/043cd9c7/Bayer-Leverkusen-Schalke-04-November-29-2015-Bundesliga,,043cd9c7
Regular season,15,Fri,2015-12-04,20:30,Schalke 04,3–1,Hannover 96,61229,Veltins-Arena,Wolfgang Stark,/en/matches/a580d91c/Schalke-04-Hannover-96-December-4-2015-Bundesliga,,a580d91c
Regular season,15,Sat,2015-12-05,15:30,Hamburger SV,1–3,Mainz 05,51698,Volksparkstadion,Benjamin Brand,/en/matches/b2bc5c67/Hamburger-SV-Mainz-05-December-5-2015-Bundesliga,,b2bc5c67
Regular season,15,Sat,2015-12-05,15:30,Hertha BSC,2–1,Leverkusen,41819,Olympiastadion Berlin,Robert Hartmann,/en/matches/a23645cc/Hertha-BSC-Bayer-Leverkusen-December-5-2015-Bundesliga,,a23645cc
Regular season,15,Sat,2015-12-05,15:30,Ingolstadt 04,1–1,Hoffenheim,14255,Audi-Sportpark,Manuel Gräfe,/en/matches/bf327db6/Ingolstadt-04-Hoffenheim-December-5-2015-Bundesliga,,bf327db6
Regular season,15,Sat,2015-12-05,15:30,Köln,0–1,Augsburg,45500,RheinEnergieSTADION,Daniel Siebert,/en/matches/5109d4c6/Koln-Augsburg-December-5-2015-Bundesliga,,5109d4c6
Regular season,15,Sat,2015-12-05,15:30,M'Gladbach,3–1,Bayern Munich,54010,Stadion im Borussia-Park,Felix Zwayer,/en/matches/8c70ea7b/Monchengladbach-Bayern-Munich-December-5-2015-Bundesliga,,8c70ea7b
Regular season,15,Sat,2015-12-05,18:30,Wolfsburg,1–2,Dortmund,30000,Volkswagen Arena,Tobias Stieler,/en/matches/48b8929a/Wolfsburg-Dortmund-December-5-2015-Bundesliga,,48b8929a
Regular season,15,Sun,2015-12-06,17:30,Eint Frankfurt,0–1,Darmstadt 98,51500,Commerzbank-Arena,Felix Brych,/en/matches/792bc1f4/Eintracht-Frankfurt-Darmstadt-98-December-6-2015-Bundesliga,,792bc1f4
Regular season,15,Sun,2015-12-06,15:30,Stuttgart,1–1,Werder Bremen,46590,Mercedes-Benz Arena,Florian Meyer,/en/matches/c813162d/Stuttgart-Werder-Bremen-December-6-2015-Bundesliga,,c813162d
Regular season,16,Fri,2015-12-11,20:30,Mainz 05,0–0,Stuttgart,29104,Opel Arena,Felix Zwayer,/en/matches/3d3ee50a/Mainz-05-Stuttgart-December-11-2015-Bundesliga,,3d3ee50a
Regular season,16,Sat,2015-12-12,15:30,Bayern Munich,2–0,Ingolstadt 04,75000,Allianz Arena,Michael Weiner,/en/matches/0c59db91/Bayern-Munich-Ingolstadt-04-December-12-2015-Bundesliga,,0c59db91
Regular season,16,Sat,2015-12-12,15:30,Darmstadt 98,0–4,Hertha BSC,17000,Jonathan-Heimes-Stadion am Böllenfalltor,Günter Perl,/en/matches/8b9e1bf1/Darmstadt-98-Hertha-BSC-December-12-2015-Bundesliga,,8b9e1bf1
Regular season,16,Sat,2015-12-12,15:30,Hoffenheim,1–0,Hannover 96,25531,PreZero Arena,Jochen Drees,/en/matches/225cdb3b/Hoffenheim-Hannover-96-December-12-2015-Bundesliga,,225cdb3b
Regular season,16,Sat,2015-12-12,18:30,Leverkusen,5–0,M'Gladbach,30210,BayArena,Tobias Stieler,/en/matches/262babc7/Bayer-Leverkusen-Monchengladbach-December-12-2015-Bundesliga,,262babc7
Regular season,16,Sat,2015-12-12,15:30,Werder Bremen,1–1,Köln,40727,Weserstadion,Guido Winkmann,/en/matches/60a3a99d/Werder-Bremen-Koln-December-12-2015-Bundesliga,,60a3a99d
Regular season,16,Sat,2015-12-12,15:30,Wolfsburg,1–1,Hamburger SV,30000,Volkswagen Arena,Wolfgang Stark,/en/matches/347ec1fd/Wolfsburg-Hamburger-SV-December-12-2015-Bundesliga,,347ec1fd
Regular season,16,Sun,2015-12-13,15:30,Augsburg,2–1,Schalke 04,28410,WWK Arena,Florian Meyer,/en/matches/18d4f9aa/Augsburg-Schalke-04-December-13-2015-Bundesliga,,18d4f9aa
Regular season,16,Sun,2015-12-13,17:30,Dortmund,4–1,Eint Frankfurt,81359,Signal Iduna Park,Christian Dingert,/en/matches/0a7c9890/Dortmund-Eintracht-Frankfurt-December-13-2015-Bundesliga,,0a7c9890
Regular season,17,Fri,2015-12-18,20:30,Schalke 04,1–0,Hoffenheim,60749,Veltins-Arena,Sascha Stegemann,/en/matches/39e214be/Schalke-04-Hoffenheim-December-18-2015-Bundesliga,,39e214be
Regular season,17,Sat,2015-12-19,15:30,Eint Frankfurt,2–1,Werder Bremen,46000,Commerzbank-Arena,Wolfgang Stark,/en/matches/cd0b6f71/Eintracht-Frankfurt-Werder-Bremen-December-19-2015-Bundesliga,,cd0b6f71
Regular season,17,Sat,2015-12-19,15:30,Hamburger SV,0–1,Augsburg,49726,Volksparkstadion,Bastian Dankert,/en/matches/751ed070/Hamburger-SV-Augsburg-December-19-2015-Bundesliga,,751ed070
Regular season,17,Sat,2015-12-19,15:30,Hannover 96,0–1,Bayern Munich,49000,HDI-Arena,Manuel Gräfe,/en/matches/35581814/Hannover-96-Bayern-Munich-December-19-2015-Bundesliga,,35581814
Regular season,17,Sat,2015-12-19,15:30,Ingolstadt 04,0–1,Leverkusen,15000,Audi-Sportpark,Felix Zwayer,/en/matches/85da250c/Ingolstadt-04-Bayer-Leverkusen-December-19-2015-Bundesliga,,85da250c
Regular season,17,Sat,2015-12-19,15:30,Köln,2–1,Dortmund,50000,RheinEnergieSTADION,Knut Kircher,/en/matches/925986d8/Koln-Dortmund-December-19-2015-Bundesliga,,925986d8
Regular season,17,Sat,2015-12-19,18:30,Stuttgart,3–1,Wolfsburg,47343,Mercedes-Benz Arena,Felix Brych,/en/matches/46fcfaea/Stuttgart-Wolfsburg-December-19-2015-Bundesliga,,46fcfaea
Regular season,17,Sun,2015-12-20,15:30,Hertha BSC,2–0,Mainz 05,39835,Olympiastadion Berlin,Peter Sippel,/en/matches/1d8a5339/Hertha-BSC-Mainz-05-December-20-2015-Bundesliga,,1d8a5339
Regular season,17,Sun,2015-12-20,17:30,M'Gladbach,3–2,Darmstadt 98,53610,Stadion im Borussia-Park,Benjamin Brand,/en/matches/b457471c/Monchengladbach-Darmstadt-98-December-20-2015-Bundesliga,,b457471c
Regular season,18,Fri,2016-01-22,20:30,Hamburger SV,1–2,Bayern Munich,57000,Volksparkstadion,Felix Zwayer,/en/matches/a1422ccb/Hamburger-SV-Bayern-Munich-January-22-2016-Bundesliga,,a1422ccb
Regular season,18,Sat,2016-01-23,15:30,Hannover 96,1–2,Darmstadt 98,35600,HDI-Arena,Deniz Aytekin,/en/matches/75d557e6/Hannover-96-Darmstadt-98-January-23-2016-Bundesliga,,75d557e6
Regular season,18,Sat,2016-01-23,15:30,Hertha BSC,0–0,Augsburg,35196,Olympiastadion Berlin,Tobias Stieler,/en/matches/599e05e3/Hertha-BSC-Augsburg-January-23-2016-Bundesliga,,599e05e3
Regular season,18,Sat,2016-01-23,15:30,Hoffenheim,1–1,Leverkusen,24140,PreZero Arena,Marco Fritz,/en/matches/99af0755/Hoffenheim-Bayer-Leverkusen-January-23-2016-Bundesliga,,99af0755
Regular season,18,Sat,2016-01-23,15:30,Ingolstadt 04,1–0,Mainz 05,13500,Audi-Sportpark,Florian Meyer,/en/matches/f6d56c7e/Ingolstadt-04-Mainz-05-January-23-2016-Bundesliga,,f6d56c7e
Regular season,18,Sat,2016-01-23,15:30,Köln,1–3,Stuttgart,50000,RheinEnergieSTADION,Manuel Gräfe,/en/matches/7d5ae9a7/Koln-Stuttgart-January-23-2016-Bundesliga,,7d5ae9a7
Regular season,18,Sat,2016-01-23,18:30,M'Gladbach,1–3,Dortmund,54010,Stadion im Borussia-Park,Felix Brych,/en/matches/888225eb/Monchengladbach-Dortmund-January-23-2016-Bundesliga,,888225eb
Regular season,18,Sun,2016-01-24,15:30,Eint Frankfurt,3–2,Wolfsburg,35000,Commerzbank-Arena,Knut Kircher,/en/matches/0368f1e5/Eintracht-Frankfurt-Wolfsburg-January-24-2016-Bundesliga,,0368f1e5
Regular season,18,Sun,2016-01-24,17:30,Schalke 04,1–3,Werder Bremen,62271,Veltins-Arena,Christian Dingert,/en/matches/9680ff7d/Schalke-04-Werder-Bremen-January-24-2016-Bundesliga,,9680ff7d
Regular season,19,Fri,2016-01-29,20:30,Mainz 05,1–0,M'Gladbach,32015,Opel Arena,Benjamin Brand,/en/matches/c7a6d4d3/Mainz-05-Monchengladbach-January-29-2016-Bundesliga,,c7a6d4d3
Regular season,19,Sat,2016-01-30,15:30,Augsburg,0–0,Eint Frankfurt,28653,WWK Arena,Sascha Stegemann,/en/matches/0ea9f8b3/Augsburg-Eintracht-Frankfurt-January-30-2016-Bundesliga,,0ea9f8b3
Regular season,19,Sat,2016-01-30,15:30,Darmstadt 98,0–2,Schalke 04,17000,Jonathan-Heimes-Stadion am Böllenfalltor,Daniel Siebert,/en/matches/d3cb2126/Darmstadt-98-Schalke-04-January-30-2016-Bundesliga,,d3cb2126
Regular season,19,Sat,2016-01-30,15:30,Dortmund,2–0,Ingolstadt 04,81359,Signal Iduna Park,Guido Winkmann,/en/matches/5ab3f7f7/Dortmund-Ingolstadt-04-January-30-2016-Bundesliga,,5ab3f7f7
Regular season,19,Sat,2016-01-30,15:30,Leverkusen,3–0,Hannover 96,28790,BayArena,Tobias Welz,/en/matches/b83d7e8b/Bayer-Leverkusen-Hannover-96-January-30-2016-Bundesliga,,b83d7e8b
Regular season,19,Sat,2016-01-30,18:30,Stuttgart,2–1,Hamburger SV,46600,Mercedes-Benz Arena,Günter Perl,/en/matches/56b92e70/Stuttgart-Hamburger-SV-January-30-2016-Bundesliga,,56b92e70
Regular season,19,Sat,2016-01-30,15:30,Werder Bremen,3–3,Hertha BSC,40141,Weserstadion,Bastian Dankert,/en/matches/2a7f4dd8/Werder-Bremen-Hertha-BSC-January-30-2016-Bundesliga,,2a7f4dd8
Regular season,19,Sun,2016-01-31,17:30,Bayern Munich,2–0,Hoffenheim,75000,Allianz Arena,Jochen Drees,/en/matches/d92707ba/Bayern-Munich-Hoffenheim-January-31-2016-Bundesliga,,d92707ba
Regular season,19,Sun,2016-01-31,15:30,Wolfsburg,1–1,Köln,29156,Volkswagen Arena,Wolfgang Stark,/en/matches/adbbc6f0/Wolfsburg-Koln-January-31-2016-Bundesliga,,adbbc6f0
Regular season,20,Fri,2016-02-05,20:30,M'Gladbach,5–1,Werder Bremen,51569,Stadion im Borussia-Park,Sascha Stegemann,/en/matches/086fb019/Monchengladbach-Werder-Bremen-February-5-2016-Bundesliga,,086fb019
Regular season,20,Sat,2016-02-06,15:30,Eint Frankfurt,2–4,Stuttgart,42000,Commerzbank-Arena,Peter Sippel,/en/matches/f3b9c511/Eintracht-Frankfurt-Stuttgart-February-6-2016-Bundesliga,,f3b9c511
Regular season,20,Sat,2016-02-06,15:30,Hannover 96,0–1,Mainz 05,35596,HDI-Arena,Robert Hartmann,/en/matches/6ceb9ad1/Hannover-96-Mainz-05-February-6-2016-Bundesliga,,6ceb9ad1
Regular season,20,Sat,2016-02-06,15:30,Hertha BSC,0–0,Dortmund,74244,Olympiastadion Berlin,Marco Fritz,/en/matches/48751442/Hertha-BSC-Dortmund-February-6-2016-Bundesliga,,48751442
Regular season,20,Sat,2016-02-06,15:30,Ingolstadt 04,2–1,Augsburg,15356,Audi-Sportpark,Michael Weiner,/en/matches/a79c3c84/Ingolstadt-04-Augsburg-February-6-2016-Bundesliga,,a79c3c84
Regular season,20,Sat,2016-02-06,18:30,Leverkusen,0–0,Bayern Munich,30210,BayArena,Knut Kircher,/en/matches/83fd9d1a/Bayer-Leverkusen-Bayern-Munich-February-6-2016-Bundesliga,,83fd9d1a
Regular season,20,Sat,2016-02-06,15:30,Schalke 04,3–0,Wolfsburg,61483,Veltins-Arena,Tobias Welz,/en/matches/e8475a85/Schalke-04-Wolfsburg-February-6-2016-Bundesliga,,e8475a85
Regular season,20,Sun,2016-02-07,15:30,Hamburger SV,1–1,Köln,51999,Volksparkstadion,Felix Brych,/en/matches/bd51764d/Hamburger-SV-Koln-February-7-2016-Bundesliga,,bd51764d
Regular season,20,Sun,2016-02-07,17:30,Hoffenheim,0–2,Darmstadt 98,26231,PreZero Arena,Christian Dingert,/en/matches/94e60f4b/Hoffenheim-Darmstadt-98-February-7-2016-Bundesliga,,94e60f4b
Regular season,21,Fri,2016-02-12,20:30,Mainz 05,2–1,Schalke 04,32107,Opel Arena,Manuel Gräfe,/en/matches/8846400c/Mainz-05-Schalke-04-February-12-2016-Bundesliga,,8846400c
Regular season,21,Sat,2016-02-13,15:30,Darmstadt 98,1–2,Leverkusen,16800,Jonathan-Heimes-Stadion am Böllenfalltor,Jochen Drees,/en/matches/b985a942/Darmstadt-98-Bayer-Leverkusen-February-13-2016-Bundesliga,,b985a942
Regular season,21,Sat,2016-02-13,15:30,Dortmund,1–0,Hannover 96,80900,Signal Iduna Park,Günter Perl,/en/matches/8585851a/Dortmund-Hannover-96-February-13-2016-Bundesliga,,8585851a
Regular season,21,Sat,2016-02-13,18:30,Köln,3–1,Eint Frankfurt,49200,RheinEnergieSTADION,Felix Zwayer,/en/matches/5b015a0a/Koln-Eintracht-Frankfurt-February-13-2016-Bundesliga,,5b015a0a
Regular season,21,Sat,2016-02-13,15:30,Stuttgart,2–0,Hertha BSC,45465,Mercedes-Benz Arena,Christian Dingert,/en/matches/46c1d83a/Stuttgart-Hertha-BSC-February-13-2016-Bundesliga,,46c1d83a
Regular season,21,Sat,2016-02-13,15:30,Werder Bremen,1–1,Hoffenheim,38454,Weserstadion,Benjamin Brand,/en/matches/f33795a3/Werder-Bremen-Hoffenheim-February-13-2016-Bundesliga,,f33795a3
Regular season,21,Sat,2016-02-13,15:30,Wolfsburg,2–0,Ingolstadt 04,26884,Volkswagen Arena,Patrick Ittrich,/en/matches/2e4254c5/Wolfsburg-Ingolstadt-04-February-13-2016-Bundesliga,,2e4254c5
Regular season,21,Sun,2016-02-14,17:30,Augsburg,1–3,Bayern Munich,30660,WWK Arena,Florian Meyer,/en/matches/13410f61/Augsburg-Bayern-Munich-February-14-2016-Bundesliga,,13410f61
Regular season,21,Sun,2016-02-14,15:30,Hamburger SV,3–2,M'Gladbach,56706,Volksparkstadion,Deniz Aytekin,/en/matches/4f879d1d/Hamburger-SV-Monchengladbach-February-14-2016-Bundesliga,,4f879d1d
Regular season,22,Fri,2016-02-19,20:30,Eint Frankfurt,0–0,Hamburger SV,47200,Commerzbank-Arena,Wolfgang Stark,/en/matches/c1943cfe/Eintracht-Frankfurt-Hamburger-SV-February-19-2016-Bundesliga,,c1943cfe
Regular season,22,Sat,2016-02-20,15:30,Bayern Munich,3–1,Darmstadt 98,75000,Allianz Arena,Michael Weiner,/en/matches/6c078bbc/Bayern-Munich-Darmstadt-98-February-20-2016-Bundesliga,,6c078bbc
Regular season,22,Sat,2016-02-20,15:30,Hertha BSC,1–1,Wolfsburg,40126,Olympiastadion Berlin,Sascha Stegemann,/en/matches/bd3cdb9c/Hertha-BSC-Wolfsburg-February-20-2016-Bundesliga,,bd3cdb9c
Regular season,22,Sat,2016-02-20,15:30,Hoffenheim,3–2,Mainz 05,24019,PreZero Arena,Günter Perl,/en/matches/9398a599/Hoffenheim-Mainz-05-February-20-2016-Bundesliga,,9398a599
Regular season,22,Sat,2016-02-20,15:30,Ingolstadt 04,2–0,Werder Bremen,15000,Audi-Sportpark,Tobias Welz,/en/matches/fae49c4d/Ingolstadt-04-Werder-Bremen-February-20-2016-Bundesliga,,fae49c4d
Regular season,22,Sat,2016-02-20,15:30,M'Gladbach,1–0,Köln,52226,Stadion im Borussia-Park,Knut Kircher,/en/matches/9c89e059/Monchengladbach-Koln-February-20-2016-Bundesliga,,9c89e059
Regular season,22,Sun,2016-02-21,17:30,Hannover 96,0–1,Augsburg,32400,HDI-Arena,Daniel Siebert,/en/matches/4445e029/Hannover-96-Augsburg-February-21-2016-Bundesliga,,4445e029
Regular season,22,Sun,2016-02-21,15:30,Leverkusen,0–1,Dortmund,30210,BayArena,Felix Zwayer,/en/matches/53a16d3c/Bayer-Leverkusen-Dortmund-February-21-2016-Bundesliga,,53a16d3c
Regular season,22,Sun,2016-02-21,17:30,Schalke 04,1–1,Stuttgart,61262,Veltins-Arena,Bastian Dankert,/en/matches/a3c0608e/Schalke-04-Stuttgart-February-21-2016-Bundesliga,,a3c0608e
Regular season,23,Fri,2016-02-26,20:30,Köln,0–1,Hertha BSC,48900,RheinEnergieSTADION,Tobias Stieler,/en/matches/971cec9d/Koln-Hertha-BSC-February-26-2016-Bundesliga,,971cec9d
Regular season,23,Sat,2016-02-27,15:30,Hamburger SV,1–1,Ingolstadt 04,50675,Volksparkstadion,Marco Fritz,/en/matches/1b55fe98/Hamburger-SV-Ingolstadt-04-February-27-2016-Bundesliga,,1b55fe98
Regular season,23,Sat,2016-02-27,15:30,Stuttgart,1–2,Hannover 96,54356,Mercedes-Benz Arena,Sascha Stegemann,/en/matches/a6fa5da5/Stuttgart-Hannover-96-February-27-2016-Bundesliga,,a6fa5da5
Regular season,23,Sat,2016-02-27,15:30,Werder Bremen,2–2,Darmstadt 98,40396,Weserstadion,Robert Hartmann,/en/matches/5f604969/Werder-Bremen-Darmstadt-98-February-27-2016-Bundesliga,,5f604969
Regular season,23,Sat,2016-02-27,15:30,Wolfsburg,0–2,Bayern Munich,30000,Volkswagen Arena,Manuel Gräfe,/en/matches/03e2f0b7/Wolfsburg-Bayern-Munich-February-27-2016-Bundesliga,,03e2f0b7
Regular season,23,Sun,2016-02-28,15:30,Augsburg,2–2,M'Gladbach,29665,WWK Arena,Knut Kircher,/en/matches/10fa32d2/Augsburg-Monchengladbach-February-28-2016-Bundesliga,,10fa32d2
Regular season,23,Sun,2016-02-28,17:30,Dortmund,3–1,Hoffenheim,81359,Signal Iduna Park,Peter Sippel,/en/matches/ae6fcdd5/Dortmund-Hoffenheim-February-28-2016-Bundesliga,,ae6fcdd5
Regular season,23,Sun,2016-02-28,19:30,Eint Frankfurt,0–0,Schalke 04,43500,Commerzbank-Arena,Felix Brych,/en/matches/dfcc1d28/Eintracht-Frankfurt-Schalke-04-February-28-2016-Bundesliga,,dfcc1d28
Regular season,23,Sun,2016-02-28,17:30,Mainz 05,3–1,Leverkusen,26557,Opel Arena,Deniz Aytekin,/en/matches/23a79402/Mainz-05-Bayer-Leverkusen-February-28-2016-Bundesliga,,23a79402
Regular season,24,Tue,2016-03-01,20:00,Hannover 96,0–4,Wolfsburg,34500,HDI-Arena,Bastian Dankert,/en/matches/afa556f2/Hannover-96-Wolfsburg-March-1-2016-Bundesliga,,afa556f2
Regular season,24,Tue,2016-03-01,20:00,Ingolstadt 04,1–1,Köln,14503,Audi-Sportpark,Florian Meyer,/en/matches/9ba06802/Ingolstadt-04-Koln-March-1-2016-Bundesliga,,9ba06802
Regular season,24,Wed,2016-03-02,20:00,Bayern Munich,1–2,Mainz 05,75000,Allianz Arena,Sascha Stegemann,/en/matches/25848160/Bayern-Munich-Mainz-05-March-2-2016-Bundesliga,,25848160
Regular season,24,Wed,2016-03-02,20:00,Darmstadt 98,0–2,Dortmund,17000,Jonathan-Heimes-Stadion am Böllenfalltor,Manuel Gräfe,/en/matches/894042ed/Darmstadt-98-Dortmund-March-2-2016-Bundesliga,,894042ed
Regular season,24,Wed,2016-03-02,20:00,Hertha BSC,2–0,Eint Frankfurt,36608,Olympiastadion Berlin,Knut Kircher,/en/matches/72d5d788/Hertha-BSC-Eintracht-Frankfurt-March-2-2016-Bundesliga,,72d5d788
Regular season,24,Wed,2016-03-02,20:00,Hoffenheim,2–1,Augsburg,21092,PreZero Arena,Guido Winkmann,/en/matches/deec3cb3/Hoffenheim-Augsburg-March-2-2016-Bundesliga,,deec3cb3
Regular season,24,Wed,2016-03-02,20:00,Leverkusen,1–4,Werder Bremen,25506,BayArena,Marco Fritz,/en/matches/03fda0a6/Bayer-Leverkusen-Werder-Bremen-March-2-2016-Bundesliga,,03fda0a6
Regular season,24,Wed,2016-03-02,20:00,M'Gladbach,4–0,Stuttgart,43627,Stadion im Borussia-Park,Tobias Welz,/en/matches/18b3724f/Monchengladbach-Stuttgart-March-2-2016-Bundesliga,,18b3724f
Regular season,24,Wed,2016-03-02,20:00,Schalke 04,3–2,Hamburger SV,60856,Veltins-Arena,Günter Perl,/en/matches/e843e85b/Schalke-04-Hamburger-SV-March-2-2016-Bundesliga,,e843e85b
Regular season,25,Sat,2016-03-05,15:30,Augsburg,3–3,Leverkusen,27610,WWK Arena,Markus Schmidt,/en/matches/7f7ef1c0/Augsburg-Bayer-Leverkusen-March-5-2016-Bundesliga,,7f7ef1c0
Regular season,25,Sat,2016-03-05,18:30,Dortmund,0–0,Bayern Munich,81359,Signal Iduna Park,Tobias Stieler,/en/matches/d913da70/Der-Klassiker-Dortmund-Bayern-Munich-March-5-2016-Bundesliga,,d913da70
Regular season,25,Sat,2016-03-05,15:30,Eint Frankfurt,1–1,Ingolstadt 04,40000,Commerzbank-Arena,Sascha Stegemann,/en/matches/286e0bab/Eintracht-Frankfurt-Ingolstadt-04-March-5-2016-Bundesliga,,286e0bab
Regular season,25,Sat,2016-03-05,15:30,Köln,1–3,Schalke 04,49300,RheinEnergieSTADION,Wolfgang Stark,/en/matches/dedad32c/Koln-Schalke-04-March-5-2016-Bundesliga,,dedad32c
Regular season,25,Sat,2016-03-05,15:30,Stuttgart,5–1,Hoffenheim,44647,Mercedes-Benz Arena,Christian Dingert,/en/matches/1052ca0c/Stuttgart-Hoffenheim-March-5-2016-Bundesliga,,1052ca0c
Regular season,25,Sat,2016-03-05,15:30,Werder Bremen,4–1,Hannover 96,42100,Weserstadion,Felix Zwayer,/en/matches/bca00b5f/Werder-Bremen-Hannover-96-March-5-2016-Bundesliga,,bca00b5f
Regular season,25,Sat,2016-03-05,15:30,Wolfsburg,2–1,M'Gladbach,29224,Volkswagen Arena,Daniel Siebert,/en/matches/3efe15f5/Wolfsburg-Monchengladbach-March-5-2016-Bundesliga,,3efe15f5
Regular season,25,Sun,2016-03-06,17:30,Hamburger SV,2–0,Hertha BSC,46136,Volksparkstadion,Felix Brych,/en/matches/7bd9052c/Hamburger-SV-Hertha-BSC-March-6-2016-Bundesliga,,7bd9052c
Regular season,25,Sun,2016-03-06,15:30,Mainz 05,0–0,Darmstadt 98,34000,Opel Arena,Benjamin Brand,/en/matches/67c834a8/Mainz-05-Darmstadt-98-March-6-2016-Bundesliga,,67c834a8
Regular season,26,Fri,2016-03-11,20:30,Hertha BSC,2–0,Schalke 04,51424,Olympiastadion Berlin,Tobias Welz,/en/matches/fff9fd95/Hertha-BSC-Schalke-04-March-11-2016-Bundesliga,,fff9fd95
Regular season,26,Sat,2016-03-12,18:30,Bayern Munich,5–0,Werder Bremen,75000,Allianz Arena,Guido Winkmann,/en/matches/ba3a6bd2/Bayern-Munich-Werder-Bremen-March-12-2016-Bundesliga,,ba3a6bd2
Regular season,26,Sat,2016-03-12,15:30,Darmstadt 98,2–2,Augsburg,16000,Jonathan-Heimes-Stadion am Böllenfalltor,Bastian Dankert,/en/matches/8d36325b/Darmstadt-98-Augsburg-March-12-2016-Bundesliga,,8d36325b
Regular season,26,Sat,2016-03-12,15:30,Hannover 96,0–2,Köln,40600,HDI-Arena,Peter Sippel,/en/matches/b07a415f/Hannover-96-Koln-March-12-2016-Bundesliga,,b07a415f
Regular season,26,Sat,2016-03-12,15:30,Hoffenheim,1–0,Wolfsburg,25231,PreZero Arena,Robert Hartmann,/en/matches/0fd2b89e/Hoffenheim-Wolfsburg-March-12-2016-Bundesliga,,0fd2b89e
Regular season,26,Sat,2016-03-12,15:30,Ingolstadt 04,3–3,Stuttgart,15107,Audi-Sportpark,Manuel Gräfe,/en/matches/da3a069f/Ingolstadt-04-Stuttgart-March-12-2016-Bundesliga,,da3a069f
Regular season,26,Sat,2016-03-12,15:30,M'Gladbach,3–0,Eint Frankfurt,54010,Stadion im Borussia-Park,Michael Weiner,/en/matches/fca00f99/Monchengladbach-Eintracht-Frankfurt-March-12-2016-Bundesliga,,fca00f99
Regular season,26,Sun,2016-03-13,17:30,Dortmund,2–0,Mainz 05,81000,Signal Iduna Park,Deniz Aytekin,/en/matches/405e33c8/Dortmund-Mainz-05-March-13-2016-Bundesliga,,405e33c8
Regular season,26,Sun,2016-03-13,15:30,Leverkusen,1–0,Hamburger SV,30210,BayArena,Christian Dingert,/en/matches/198ceebb/Bayer-Leverkusen-Hamburger-SV-March-13-2016-Bundesliga,,198ceebb
Regular season,27,Fri,2016-03-18,20:30,Schalke 04,2–1,M'Gladbach,62271,Veltins-Arena,Marco Fritz,/en/matches/c0ee1ebc/Schalke-04-Monchengladbach-March-18-2016-Bundesliga,,c0ee1ebc
Regular season,27,Sat,2016-03-19,18:30,Eint Frankfurt,1–0,Hannover 96,43300,Commerzbank-Arena,Wolfgang Stark,/en/matches/b94b8743/Eintracht-Frankfurt-Hannover-96-March-19-2016-Bundesliga,,b94b8743
Regular season,27,Sat,2016-03-19,15:30,Hamburger SV,1–3,Hoffenheim,48263,Volksparkstadion,Knut Kircher,/en/matches/7c83b899/Hamburger-SV-Hoffenheim-March-19-2016-Bundesliga,,7c83b899
Regular season,27,Sat,2016-03-19,15:30,Hertha BSC,2–1,Ingolstadt 04,40385,Olympiastadion Berlin,Patrick Ittrich,/en/matches/fafc7531/Hertha-BSC-Ingolstadt-04-March-19-2016-Bundesliga,,fafc7531
Regular season,27,Sat,2016-03-19,15:30,Köln,0–1,Bayern Munich,49600,RheinEnergieSTADION,Tobias Welz,/en/matches/f968a653/Koln-Bayern-Munich-March-19-2016-Bundesliga,,f968a653
Regular season,27,Sat,2016-03-19,15:30,Werder Bremen,1–1,Mainz 05,38416,Weserstadion,Manuel Gräfe,/en/matches/63e16153/Werder-Bremen-Mainz-05-March-19-2016-Bundesliga,,63e16153
Regular season,27,Sat,2016-03-19,15:30,Wolfsburg,1–1,Darmstadt 98,26422,Volkswagen Arena,Markus Schmidt,/en/matches/7e650279/Wolfsburg-Darmstadt-98-March-19-2016-Bundesliga,,7e650279
Regular season,27,Sun,2016-03-20,17:30,Augsburg,1–3,Dortmund,30660,WWK Arena,Christian Dingert,/en/matches/6b275af5/Augsburg-Dortmund-March-20-2016-Bundesliga,,6b275af5
Regular season,27,Sun,2016-03-20,15:30,Stuttgart,0–2,Leverkusen,54522,Mercedes-Benz Arena,Daniel Siebert,/en/matches/95678d6f/Stuttgart-Bayer-Leverkusen-March-20-2016-Bundesliga,,95678d6f
Regular season,28,Fri,2016-04-01,20:30,Leverkusen,3–0,Wolfsburg,29239,BayArena,Felix Brych,/en/matches/b2763aca/Bayer-Leverkusen-Wolfsburg-April-1-2016-Bundesliga,,b2763aca
